0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:05:57 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:05:58 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:06:05 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:06:05 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:06:09 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:06:09 -0700] - 400 - - - 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:00:06:09 -0700] GET /carbon HTTP/1.1 302 - - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.050
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/apis HTTP/1.1 200 1068 https://localhost:9444/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/site/public/css/main.css HTTP/1.1 200 1817 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.006
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/site/public/css/draftjs.css HTTP/1.1 200 2643 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/site/public/conf/userThemes.js HTTP/1.1 200 946 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/site/public/fonts/iconfont/MaterialIcons.js HTTP/1.1 200 6703 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.006
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/site/public/conf/portalSettings.js HTTP/1.1 200 768 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/services/settings/settings.js HTTP/1.1 200 1037 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/site/public/fonts/iconfont/material-icons.css HTTP/1.1 200 970 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/site/public/dist/index.791eaaf190e69cdbf569.bundle.js HTTP/1.1 200 196538 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.070
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/site/public/locales/en.json HTTP/1.1 200 220913 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
127.0.0.1 - - [02/Jun/2023:04:51:10 -0700] GET /oauth2/userinfo HTTP/1.1 200 17 - Jakarta Commons-HttpClient/3.1 0.006
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/site/public/fonts/Open_Sans/mem8YaGs126MiZpBA-UFVZ0bf8pkAg.woff2 HTTP/1.1 200 8892 https://localhost:9443/publisher/site/public/css/main.css Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
127.0.0.1 - - [02/Jun/2023:04:51:10 -0700] POST /oauth2/introspect HTTP/1.1 200 194 - Jakarta Commons-HttpClient/3.1 0.007
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/services/auth/introspect HTTP/1.1 200 220 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.031
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:10 -0700] GET /publisher/site/public/fonts/Open_Sans/mem5YaGs126MiZpBA-UN_r8OUuhpKKSTjw.woff2 HTTP/1.1 200 8732 https://localhost:9443/publisher/site/public/css/main.css Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:13 -0700] GET /publisher/services/logout HTTP/1.1 302 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:13 -0700] GET /oidc/logout?id_token_hint=eyJ4NXQiOiJOMkpqTWpOaU0yRXhZalJrTnpaalptWTFZVEF4Tm1GbE5qZzRPV1UxWVdRMll6YzFObVk1TlEiLCJraWQiOiJNREpsTmpJeE4yRTFPR1psT0dWbU1HUXhPVEZsTXpCbU5tRmpaalEwWTJZd09HWTBOMkkwWXpFNFl6WmpOalJoWW1SbU1tUTBPRGRpTkRoak1HRXdNQV9SUzI1NiIsImFsZyI6IlJTMjU2In0.eyJhdF9oYXNoIjoiN0k5RVNqUGVDRG10bkdyZmhvT1BDQSIsImF1ZCI6InNEa2pxT0ZRbzRhMWJmaGZ6TXVtZ0RpN2hhd2EiLCJjX2hhc2giOiI2bTF5azhFRHowR3Zac1RBd0xtSkh3Iiwic3ViIjoiWm9uZ1BPQyIsIm5iZiI6MTY4NTcwNjY3MCwiYXpwIjoic0RranFPRlFvNGExYmZoZnpNdW1nRGk3aGF3YSIsImFtciI6WyJTQU1MU1NPQXV0aGVudGljYXRvciJdLCJpc3MiOiJodHRwczpcL1wvbG9jYWxob3N0Ojk0NDNcL29hdXRoMlwvdG9rZW4iLCJleHAiOjE2ODU3MTAyNzAsImlhdCI6MTY4NTcwNjY3MCwic2lkIjoiNGRmYTZiMWYtMDY5NS00OTc4LThmNDktYzI4MGIwYzViN2RmIn0.H_1smgbAD3Loxo8TBZ0lfsaPXF_NyTKGJw7ao_yhdfXlT0z_l2oD7HS6jk9aHRmRwEtG1vJiiqdewjVJhc6MubttrsMLmVwrtV4N9fJ2MZRlflvty1Axt3vg-AZ7rGbHfSHCA9cUsOhSNOV1BE4g9JYvLT1he19lGy0AfXR9JMqB-Tg19Lx_KnF3Bou8e91J5a1YzFQJHo9U4YT3caFz4BGtKrzweVbMjNyOvEp8iRKl7bRyG2QIL6sTJnv3ZbsjjzWBYOVXNEKdu5tsnK4wN0fnpqtOWf8DZIhhy8OBRm0QAttpHbaSCMpYuHQPRdVJh72KTliLmB877U9sVrbRsQ&post_logout_redirect_uri=https://localhost:9443/publisher/services/auth/callback/logout HTTP/1.1 302 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.015
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:13 -0700] POST /commonauth HTTP/1.1 302 - https://localhost:9444/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:13 -0700] GET /oidc/logout?sessionDataKey=28c87915-ada0-4a3c-9132-4dfc428ef3a2 HTTP/1.1 302 - https://localhost:9444/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:13 -0700] GET /publisher/services/auth/callback/logout HTTP/1.1 302 - https://localhost:9444/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.006
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:13 -0700] GET /publisher/logout HTTP/1.1 200 1068 https://localhost:9444/ Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:13 -0700] GET /publisher/services/settings/settings.js HTTP/1.1 200 1037 https://localhost:9443/publisher/logout Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.006
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:13 -0700] GET /publisher/site/public/locales/en.json HTTP/1.1 200 220913 https://localhost:9443/publisher/logout Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
127.0.0.1 - - [02/Jun/2023:04:51:13 -0700] GET /api/am/publisher/v3/settings HTTP/1.1 200 1333 - Jakarta Commons-HttpClient/3.1 0.115
127.0.0.1 - - [02/Jun/2023:04:51:13 -0700] GET /api/am/service-catalog/v1/settings HTTP/1.1 200 102 - Jakarta Commons-HttpClient/3.1 0.015
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:13 -0700] GET /publisher/services/auth/login HTTP/1.1 302 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.149
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:13 -0700] GET /oauth2/authorize?response_type=code&client_id=sDkjqOFQo4a1bfhfzMumgDi7hawa&scope=apim:admin%20apim:api_create%20apim:api_definition_view%20apim:api_delete%20apim:api_generate_key%20apim:api_import_export%20apim:api_list_view%20apim:api_manage%20apim:api_mediation_policy_manage%20apim:api_product_import_export%20apim:api_publish%20apim:api_view%20apim:app_import_export%20apim:client_certificates_add%20apim:client_certificates_manage%20apim:client_certificates_update%20apim:client_certificates_view%20apim:comment_manage%20apim:comment_view%20apim:comment_write%20apim:common_operation_policy_manage%20apim:common_operation_policy_view%20apim:document_create%20apim:document_manage%20apim:ep_certificates_add%20apim:ep_certificates_manage%20apim:ep_certificates_update%20apim:ep_certificates_view%20apim:mediation_policy_create%20apim:mediation_policy_manage%20apim:mediation_policy_view%20apim:pub_alert_manage%20apim:publisher_settings%20apim:shared_scope_manage%20apim:subscription_block%20apim:subscription_manage%20apim:subscription_view%20apim:threat_protection_policy_create%20apim:threat_protection_policy_manage%20apim:tier_manage%20apim:tier_view%20openid%20apim:api_view%20service_catalog:service_view%20service_catalog:service_write&state=/apis&redirect_uri=https://localhost:9443/publisher/services/auth/callback/login HTTP/1.1 302 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.013
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:18 -0700] GET /carbon/admin/index.jsp HTTP/1.1 200 4979 https://localhost:9443/carbon/user/edit-user-roles.jsp?username=ZongPOC&pageNumber=0 Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.015
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:18 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/admin/index.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.006
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:18 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/admin/index.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:18 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/admin/index.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:18 -0700] GET /carbon/admin/jsp/session-validate.jsp HTTP/1.1 200 4385 https://localhost:9443/carbon/admin/index.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:18 -0700] GET /carbon/server-admin/system_status_ajaxprocessor.jsp HTTP/1.1 200 1243 https://localhost:9443/carbon/admin/index.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:22 -0700] GET /carbon/idpmgt/idp-mgt-list.jsp?region=region1&item=identity_providers_list HTTP/1.1 200 6145 https://localhost:9443/carbon/admin/index.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.019
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:22 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp?region=region1&item=identity_providers_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:22 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp?region=region1&item=identity_providers_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.009
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:22 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp?region=region1&item=identity_providers_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:22 -0700] GET /carbon/admin/js/breadcrumbs.js HTTP/1.1 200 1333 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp?region=region1&item=identity_providers_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:22 -0700] GET /carbon/idpmgt/images/disable.gif HTTP/1.1 200 595 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp?region=region1&item=identity_providers_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:22 -0700] GET /carbon/idpmgt/images/edit.gif HTTP/1.1 200 1036 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp?region=region1&item=identity_providers_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:22 -0700] GET /carbon/idpmgt/images/delete.gif HTTP/1.1 200 555 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp?region=region1&item=identity_providers_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:24 -0700] GET /carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is HTTP/1.1 200 4781 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp?region=region1&item=identity_providers_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.014
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:24 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:24 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:24 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:24 -0700] GET /carbon/idpmgt/idp-mgt-edit.jsp?idPName=is HTTP/1.1 200 26858 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-load.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.044
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:24 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:24 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:24 -0700] GET /carbon/idpmgt/css/idpmgt.css HTTP/1.1 200 394 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:24 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:24 -0700] GET /carbon/idpmgt/js/idp_mgt_edit.js HTTP/1.1 200 5121 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:24 -0700] GET /carbon/idpmgt/images/ok.png HTTP/1.1 200 475 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:25 -0700] GET /carbon/admin/images/down-arrow.png HTTP/1.1 200 791 https://localhost:9443/carbon/admin/css/global.css Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:26 -0700] GET /carbon/admin/images/up-arrow.png HTTP/1.1 200 822 https://localhost:9443/carbon/admin/css/global.css Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.000
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:29 -0700] POST /carbon/idpmgt/idp-mgt-edit-finish-ajaxprocessor.jsp?X-CSRF-Token=LIVI-F6HI-G7LO-A05L-R845-729U-7KPC-VQLI HTTP/1.1 200 757 https://localhost:9443/carbon/idpmgt/idp-mgt-edit.jsp?idPName=is Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.049
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:29 -0700] GET /carbon/idpmgt/idp-mgt-list.jsp HTTP/1.1 200 6136 https://localhost:9443/carbon/idpmgt/idp-mgt-edit-finish-ajaxprocessor.jsp?X-CSRF-Token=LIVI-F6HI-G7LO-A05L-R845-729U-7KPC-VQLI Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.018
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:29 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:29 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.003
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:29 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:37 -0700] GET /carbon/userstore/index.jsp?region=region1&item=user_mgt_menu_list HTTP/1.1 200 4982 https://localhost:9443/carbon/idpmgt/idp-mgt-list.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.017
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:37 -0700] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/userstore/index.jsp?region=region1&item=user_mgt_menu_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:37 -0700] GET /carbon/admin/jsp/registry_styles_ajaxprocessor.jsp HTTP/1.1 200 123 https://localhost:9443/carbon/userstore/index.jsp?region=region1&item=user_mgt_menu_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:37 -0700] GET /carbon/userstore/extensions/js/vui.js HTTP/1.1 200 1044 https://localhost:9443/carbon/userstore/index.jsp?region=region1&item=user_mgt_menu_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.002
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:37 -0700] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/userstore/index.jsp?region=region1&item=user_mgt_menu_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:37 -0700] GET /carbon/userstore/images/users.gif HTTP/1.1 200 1027 https://localhost:9443/carbon/userstore/index.jsp?region=region1&item=user_mgt_menu_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:37 -0700] GET /carbon/userstore/images/user-roles.gif HTTP/1.1 200 1048 https://localhost:9443/carbon/userstore/index.jsp?region=region1&item=user_mgt_menu_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:37 -0700] GET /carbon/userstore/images/keys.gif HTTP/1.1 200 969 https://localhost:9443/carbon/userstore/index.jsp?region=region1&item=user_mgt_menu_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.001
0:0:0:0:0:0:0:1 - - [02/Jun/2023:04:51:38 -0700] GET /carbon/user/user-mgt.jsp HTTP/1.1 200 6306 https://localhost:9443/carbon/userstore/index.jsp?region=region1&item=user_mgt_menu_list Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 0.018
